Run,BioSample,LibraryName,refGenome,refPath
SRR1945990,SAMN03326834,SAMN03326834,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945991,SAMN03326835,SAMN03326835,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945992,SAMN03326836,SAMN03326836,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945993,SAMN03326837,SAMN03326837,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945994,SAMN03326838,SAMN03326838,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945995,SAMN03326839,SAMN03326839,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945996,SAMN03326840,SAMN03326840,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945997,SAMN03326841,SAMN03326841,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945998,SAMN03326842,SAMN03326842,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945999,SAMN03326843,SAMN03326843,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1946000,SAMN03326844,SAMN03326844,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1946001,SAMN03326845,SAMN03326845,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1946002,SAMN03326846,SAMN03326846,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1946003,SAMN03326847,SAMN03326847,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1946004,SAMN03326848,SAMN03326848,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1946005,SAMN03326849,SAMN03326849,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1946006,SAMN03326850,SAMN03326850,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1946007,SAMN03326851,SAMN03326851,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1946008,SAMN03326852,SAMN03326852,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1946009,SAMN03326853,SAMN03326853,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1946010,SAMN03326854,SAMN03326854,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1946011,SAMN03326855,SAMN03326855,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1946012,SAMN03326856,SAMN03326856,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1946013,SAMN03326857,SAMN03326857,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1946014,SAMN03326858,SAMN03326858,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1946015,SAMN03326859,SAMN03326859,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1946016,SAMN03326860,SAMN03326860,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1946017,SAMN03326861,SAMN03326861,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1946020,SAMN03326864,SAMN03326864,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1946021,SAMN03326865,SAMN03326865,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1946022,SAMN03326866,SAMN03326866,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1946023,SAMN03326867,SAMN03326867,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1946024,SAMN03326868,SAMN03326868,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1946025,SAMN03326869,SAMN03326869,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1946026,SAMN03326870,SAMN03326870,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1946027,SAMN03326871,SAMN03326871,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1946028,SAMN03326872,SAMN03326872,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1946029,SAMN03326873,SAMN03326873,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1946030,SAMN03326874,SAMN03326874,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1946031,SAMN03326875,SAMN03326875,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1946032,SAMN03326876,SAMN03326876,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1946033,SAMN03326877,SAMN03326877,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1946034,SAMN03326878,SAMN03326878,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1946035,SAMN03326879,SAMN03326879,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1946036,SAMN03326880,SAMN03326880,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1946037,SAMN03326881,SAMN03326881,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1946038,SAMN03326882,SAMN03326882,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1946039,SAMN03326883,SAMN03326883,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1946040,SAMN03326884,SAMN03326884,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1946041,SAMN03326885,SAMN03326885,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1946042,SAMN03326886,SAMN03326886,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1946043,SAMN03326887,SAMN03326887,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1946044,SAMN03326888,SAMN03326888,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1946045,SAMN03326889,SAMN03326889,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1946046,SAMN03326890,SAMN03326890,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1946047,SAMN03326891,SAMN03326891,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1946048,SAMN03326892,SAMN03326892,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1946049,SAMN03326893,SAMN03326893,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1946050,SAMN03326894,SAMN03326894,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1946051,SAMN03326895,SAMN03326895,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1946052,SAMN03326896,SAMN03326896,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1946053,SAMN03326897,SAMN03326897,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1946054,SAMN03326898,SAMN03326898,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1946055,SAMN03326899,SAMN03326899,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1946056,SAMN03326900,SAMN03326900,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1946057,SAMN03326901,SAMN03326901,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1946058,SAMN03326902,SAMN03326902,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1946059,SAMN03326903,SAMN03326903,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1946060,SAMN03326904,SAMN03326904,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1946061,SAMN03326905,SAMN03326905,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1946062,SAMN03326906,SAMN03326906,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1946063,SAMN03326907,SAMN03326907,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1946064,SAMN03326908,SAMN03326908,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1946065,SAMN03326909,SAMN03326909,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1946066,SAMN03326910,SAMN03326910,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1946067,SAMN03326911,SAMN03326911,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1946068,SAMN03326912,SAMN03326912,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1946069,SAMN03326913,SAMN03326913,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1946070,SAMN03326914,SAMN03326914,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1946071,SAMN03326915,SAMN03326915,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1946072,SAMN03326916,SAMN03326916,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1946073,SAMN03326917,SAMN03326917,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1946074,SAMN03326918,SAMN03326918,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1946075,SAMN03326919,SAMN03326919,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1946076,SAMN03326920,SAMN03326920,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1946077,SAMN03326921,SAMN03326921,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1946078,SAMN03326922,SAMN03326922,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1946079,SAMN03326923,SAMN03326923,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1946080,SAMN03326924,SAMN03326924,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1946081,SAMN03326925,SAMN03326925,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1946082,SAMN03326926,SAMN03326926,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1946083,SAMN03326927,SAMN03326927,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1946084,SAMN03326928,SAMN03326928,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1946085,SAMN03326929,SAMN03326929,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1946086,SAMN03326930,SAMN03326930,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1946087,SAMN03326931,SAMN03326931,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1946088,SAMN03326932,SAMN03326932,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1946089,SAMN03326933,SAMN03326933,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1946090,SAMN03326934,SAMN03326934,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1946091,SAMN03326935,SAMN03326935,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1946092,SAMN03326936,SAMN03326936,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1946093,SAMN03326937,SAMN03326937,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1946094,SAMN03326938,SAMN03326938,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1946095,SAMN03326939,SAMN03326939,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1946096,SAMN03326940,SAMN03326940,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1946097,SAMN03326941,SAMN03326941,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1946098,SAMN03326942,SAMN03326942,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1946099,SAMN03326943,SAMN03326943,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1946100,SAMN03326944,SAMN03326944,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1946101,SAMN03326945,SAMN03326945,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1946102,SAMN03326946,SAMN03326946,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1946103,SAMN03326947,SAMN03326947,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1946104,SAMN03326948,SAMN03326948,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1946105,SAMN03326949,SAMN03326949,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1946106,SAMN03326950,SAMN03326950,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1946107,SAMN03326951,SAMN03326951,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1946108,SAMN03326952,SAMN03326952,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1946109,SAMN03326953,SAMN03326953,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1946110,SAMN03326954,SAMN03326954,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1946111,SAMN03326955,SAMN03326955,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1946112,SAMN03326956,SAMN03326956,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1946113,SAMN03326957,SAMN03326957,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1946114,SAMN03326958,SAMN03326958,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1946115,SAMN03326959,SAMN03326959,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1946116,SAMN03326960,SAMN03326960,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1946117,SAMN03326961,SAMN03326961,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1946118,SAMN03326962,SAMN03326962,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1946119,SAMN03326963,SAMN03326963,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1946120,SAMN03326964,SAMN03326964,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1946121,SAMN03326965,SAMN03326965,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1946122,SAMN03326966,SAMN03326966,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1946123,SAMN03326967,SAMN03326967,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1946124,SAMN03326968,SAMN03326968,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1946125,SAMN03326969,SAMN03326969,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1946126,SAMN03326970,SAMN03326970,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1946127,SAMN03326971,SAMN03326971,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1946128,SAMN03326972,SAMN03326972,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1946129,SAMN03326973,SAMN03326973,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1946130,SAMN03326974,SAMN03326974,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1946131,SAMN03326975,SAMN03326975,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1946132,SAMN03326976,SAMN03326976,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1946133,SAMN03326977,SAMN03326977,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1946134,SAMN03326978,SAMN03326978,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1946135,SAMN03326979,SAMN03326979,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1946136,SAMN03326980,SAMN03326980,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1946137,SAMN03326981,SAMN03326981,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1946138,SAMN03326982,SAMN03326982,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1946139,SAMN03326983,SAMN03326983,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1946140,SAMN03326984,SAMN03326984,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1946141,SAMN03326985,SAMN03326985,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1946142,SAMN03326986,SAMN03326986,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1946143,SAMN03326987,SAMN03326987,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1946144,SAMN03326988,SAMN03326988,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1946145,SAMN03326989,SAMN03326989,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1946146,SAMN03326990,SAMN03326990,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1946147,SAMN03326991,SAMN03326991,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1946148,SAMN03326992,SAMN03326992,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1946149,SAMN03326993,SAMN03326993,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
