Run,BioSample,LibraryName,refGenome,refPath
SRR1945435,SAMN03326279,SAMN03326279,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945436,SAMN03326280,SAMN03326280,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945437,SAMN03326281,SAMN03326281,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945438,SAMN03326282,SAMN03326282,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945439,SAMN03326283,SAMN03326283,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945440,SAMN03326284,SAMN03326284,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945441,SAMN03326285,SAMN03326285,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945442,SAMN03326286,SAMN03326286,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945443,SAMN03326287,SAMN03326287,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945444,SAMN03326288,SAMN03326288,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945445,SAMN03326289,SAMN03326289,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945446,SAMN03326290,SAMN03326290,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945451,SAMN03326295,SAMN03326295,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945453,SAMN03326297,SAMN03326297,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945454,SAMN03326298,SAMN03326298,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945455,SAMN03326299,SAMN03326299,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945456,SAMN03326300,SAMN03326300,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945457,SAMN03326301,SAMN03326301,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945458,SAMN03326302,SAMN03326302,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945459,SAMN03326303,SAMN03326303,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945460,SAMN03326304,SAMN03326304,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945461,SAMN03326305,SAMN03326305,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945463,SAMN03326307,SAMN03326307,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945464,SAMN03326308,SAMN03326308,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945465,SAMN03326309,SAMN03326309,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945466,SAMN03326310,SAMN03326310,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945467,SAMN03326311,SAMN03326311,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945468,SAMN03326312,SAMN03326312,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945469,SAMN03326313,SAMN03326313,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945470,SAMN03326314,SAMN03326314,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945471,SAMN03326315,SAMN03326315,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945472,SAMN03326316,SAMN03326316,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945473,SAMN03326317,SAMN03326317,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945474,SAMN03326318,SAMN03326318,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945475,SAMN03326319,SAMN03326319,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945476,SAMN03326320,SAMN03326320,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945477,SAMN03326321,SAMN03326321,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945478,SAMN03326322,SAMN03326322,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945479,SAMN03326323,SAMN03326323,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945480,SAMN03326324,SAMN03326324,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945481,SAMN03326325,SAMN03326325,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945482,SAMN03326326,SAMN03326326,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945483,SAMN03326327,SAMN03326327,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945484,SAMN03326328,SAMN03326328,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945485,SAMN03326329,SAMN03326329,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945486,SAMN03326330,SAMN03326330,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945487,SAMN03326331,SAMN03326331,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945488,SAMN03326332,SAMN03326332,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945489,SAMN03326333,SAMN03326333,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945490,SAMN03326334,SAMN03326334,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945491,SAMN03326335,SAMN03326335,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945492,SAMN03326336,SAMN03326336,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945493,SAMN03326337,SAMN03326337,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945494,SAMN03326338,SAMN03326338,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945495,SAMN03326339,SAMN03326339,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945496,SAMN03326340,SAMN03326340,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945497,SAMN03326341,SAMN03326341,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945498,SAMN03326342,SAMN03326342,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945501,SAMN03326345,SAMN03326345,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945502,SAMN03326346,SAMN03326346,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945503,SAMN03326347,SAMN03326347,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945504,SAMN03326348,SAMN03326348,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945505,SAMN03326349,SAMN03326349,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945506,SAMN03326350,SAMN03326350,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945507,SAMN03326351,SAMN03326351,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945508,SAMN03326352,SAMN03326352,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945509,SAMN03326353,SAMN03326353,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945510,SAMN03326354,SAMN03326354,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945511,SAMN03326355,SAMN03326355,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945512,SAMN03326356,SAMN03326356,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945513,SAMN03326357,SAMN03326357,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945514,SAMN03326358,SAMN03326358,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945515,SAMN03326359,SAMN03326359,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945518,SAMN03326362,SAMN03326362,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945519,SAMN03326363,SAMN03326363,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945520,SAMN03326364,SAMN03326364,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945521,SAMN03326365,SAMN03326365,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945522,SAMN03326366,SAMN03326366,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945523,SAMN03326367,SAMN03326367,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945527,SAMN03326371,SAMN03326371,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945531,SAMN03326375,SAMN03326375,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945532,SAMN03326376,SAMN03326376,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945533,SAMN03326377,SAMN03326377,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945534,SAMN03326378,SAMN03326378,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945535,SAMN03326379,SAMN03326379,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945536,SAMN03326380,SAMN03326380,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945537,SAMN03326381,SAMN03326381,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945538,SAMN03326382,SAMN03326382,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945539,SAMN03326383,SAMN03326383,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945540,SAMN03326384,SAMN03326384,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945541,SAMN03326385,SAMN03326385,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945544,SAMN03326388,SAMN03326388,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945545,SAMN03326389,SAMN03326389,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945546,SAMN03326390,SAMN03326390,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945547,SAMN03326391,SAMN03326391,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945548,SAMN03326392,SAMN03326392,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945549,SAMN03326393,SAMN03326393,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945550,SAMN03326394,SAMN03326394,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945551,SAMN03326395,SAMN03326395,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945552,SAMN03326396,SAMN03326396,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945553,SAMN03326397,SAMN03326397,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945554,SAMN03326398,SAMN03326398,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945555,SAMN03326399,SAMN03326399,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945556,SAMN03326400,SAMN03326400,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945557,SAMN03326401,SAMN03326401,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945558,SAMN03326402,SAMN03326402,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945559,SAMN03326403,SAMN03326403,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945560,SAMN03326404,SAMN03326404,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945561,SAMN03326405,SAMN03326405,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945562,SAMN03326406,SAMN03326406,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945563,SAMN03326407,SAMN03326407,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945564,SAMN03326408,SAMN03326408,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945565,SAMN03326409,SAMN03326409,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945566,SAMN03326410,SAMN03326410,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945567,SAMN03326411,SAMN03326411,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945568,SAMN03326412,SAMN03326412,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945569,SAMN03326413,SAMN03326413,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945570,SAMN03326414,SAMN03326414,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945571,SAMN03326415,SAMN03326415,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945572,SAMN03326416,SAMN03326416,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945573,SAMN03326417,SAMN03326417,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945574,SAMN03326418,SAMN03326418,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945575,SAMN03326419,SAMN03326419,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945576,SAMN03326420,SAMN03326420,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945577,SAMN03326421,SAMN03326421,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945578,SAMN03326422,SAMN03326422,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945579,SAMN03326423,SAMN03326423,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945580,SAMN03326424,SAMN03326424,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945581,SAMN03326425,SAMN03326425,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945582,SAMN03326426,SAMN03326426,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945583,SAMN03326427,SAMN03326427,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945584,SAMN03326428,SAMN03326428,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945585,SAMN03326429,SAMN03326429,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945586,SAMN03326430,SAMN03326430,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945587,SAMN03326431,SAMN03326431,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945588,SAMN03326432,SAMN03326432,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945589,SAMN03326433,SAMN03326433,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945590,SAMN03326434,SAMN03326434,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945591,SAMN03326435,SAMN03326435,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945592,SAMN03326436,SAMN03326436,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945593,SAMN03326437,SAMN03326437,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945594,SAMN03326438,SAMN03326438,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945595,SAMN03326439,SAMN03326439,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945596,SAMN03326440,SAMN03326440,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945597,SAMN03326441,SAMN03326441,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945598,SAMN03326442,SAMN03326442,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945599,SAMN03326443,SAMN03326443,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945600,SAMN03326444,SAMN03326444,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945601,SAMN03326445,SAMN03326445,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945602,SAMN03326446,SAMN03326446,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945603,SAMN03326447,SAMN03326447,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945604,SAMN03326448,SAMN03326448,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945605,SAMN03326449,SAMN03326449,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945606,SAMN03326450,SAMN03326450,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945607,SAMN03326451,SAMN03326451,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945608,SAMN03326452,SAMN03326452,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945609,SAMN03326453,SAMN03326453,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945610,SAMN03326454,SAMN03326454,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945611,SAMN03326455,SAMN03326455,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945612,SAMN03326456,SAMN03326456,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945613,SAMN03326457,SAMN03326457,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945614,SAMN03326458,SAMN03326458,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945615,SAMN03326459,SAMN03326459,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945616,SAMN03326460,SAMN03326460,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945617,SAMN03326461,SAMN03326461,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945618,SAMN03326462,SAMN03326462,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945619,SAMN03326463,SAMN03326463,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945620,SAMN03326464,SAMN03326464,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945621,SAMN03326465,SAMN03326465,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945622,SAMN03326466,SAMN03326466,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945623,SAMN03326467,SAMN03326467,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945624,SAMN03326468,SAMN03326468,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945625,SAMN03326469,SAMN03326469,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945626,SAMN03326470,SAMN03326470,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945627,SAMN03326471,SAMN03326471,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945628,SAMN03326472,SAMN03326472,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945629,SAMN03326473,SAMN03326473,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945630,SAMN03326474,SAMN03326474,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945631,SAMN03326475,SAMN03326475,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945632,SAMN03326476,SAMN03326476,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945633,SAMN03326477,SAMN03326477,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945634,SAMN03326478,SAMN03326478,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945635,SAMN03326479,SAMN03326479,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945636,SAMN03326480,SAMN03326480,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945637,SAMN03326481,SAMN03326481,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945638,SAMN03326482,SAMN03326482,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945639,SAMN03326483,SAMN03326483,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945640,SAMN03326484,SAMN03326484,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945641,SAMN03326485,SAMN03326485,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945642,SAMN03326486,SAMN03326486,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945643,SAMN03326487,SAMN03326487,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945644,SAMN03326488,SAMN03326488,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945645,SAMN03326489,SAMN03326489,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945646,SAMN03326490,SAMN03326490,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945647,SAMN03326491,SAMN03326491,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945648,SAMN03326492,SAMN03326492,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945649,SAMN03326493,SAMN03326493,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945650,SAMN03326494,SAMN03326494,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945651,SAMN03326495,SAMN03326495,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945652,SAMN03326496,SAMN03326496,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945653,SAMN03326497,SAMN03326497,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945654,SAMN03326498,SAMN03326498,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945655,SAMN03326499,SAMN03326499,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945656,SAMN03326500,SAMN03326500,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945657,SAMN03326501,SAMN03326501,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945658,SAMN03326502,SAMN03326502,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945659,SAMN03326503,SAMN03326503,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945660,SAMN03326504,SAMN03326504,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945661,SAMN03326505,SAMN03326505,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945662,SAMN03326506,SAMN03326506,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945663,SAMN03326507,SAMN03326507,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945664,SAMN03326508,SAMN03326508,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945665,SAMN03326509,SAMN03326509,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945666,SAMN03326510,SAMN03326510,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945667,SAMN03326511,SAMN03326511,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945668,SAMN03326512,SAMN03326512,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945669,SAMN03326513,SAMN03326513,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945670,SAMN03326514,SAMN03326514,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945671,SAMN03326515,SAMN03326515,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945672,SAMN03326516,SAMN03326516,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945673,SAMN03326517,SAMN03326517,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945674,SAMN03326518,SAMN03326518,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945675,SAMN03326519,SAMN03326519,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945676,SAMN03326520,SAMN03326520,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945677,SAMN03326521,SAMN03326521,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945678,SAMN03326522,SAMN03326522,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945679,SAMN03326523,SAMN03326523,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945680,SAMN03326524,SAMN03326524,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945681,SAMN03326525,SAMN03326525,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945682,SAMN03326526,SAMN03326526,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945683,SAMN03326527,SAMN03326527,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945684,SAMN03326528,SAMN03326528,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945685,SAMN03326529,SAMN03326529,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945686,SAMN03326530,SAMN03326530,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945687,SAMN03326531,SAMN03326531,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945688,SAMN03326532,SAMN03326532,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945689,SAMN03326533,SAMN03326533,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945690,SAMN03326534,SAMN03326534,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945691,SAMN03326535,SAMN03326535,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945692,SAMN03326536,SAMN03326536,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945693,SAMN03326537,SAMN03326537,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945694,SAMN03326538,SAMN03326538,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945695,SAMN03326539,SAMN03326539,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945696,SAMN03326540,SAMN03326540,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945697,SAMN03326541,SAMN03326541,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945698,SAMN03326542,SAMN03326542,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945699,SAMN03326543,SAMN03326543,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945700,SAMN03326544,SAMN03326544,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945701,SAMN03326545,SAMN03326545,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945702,SAMN03326546,SAMN03326546,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945703,SAMN03326547,SAMN03326547,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945704,SAMN03326548,SAMN03326548,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945705,SAMN03326549,SAMN03326549,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945706,SAMN03326550,SAMN03326550,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945707,SAMN03326551,SAMN03326551,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945708,SAMN03326552,SAMN03326552,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945709,SAMN03326553,SAMN03326553,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945710,SAMN03326554,SAMN03326554,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945711,SAMN03326555,SAMN03326555,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945712,SAMN03326556,SAMN03326556,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945713,SAMN03326557,SAMN03326557,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945714,SAMN03326558,SAMN03326558,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945715,SAMN03326559,SAMN03326559,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945716,SAMN03326560,SAMN03326560,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945717,SAMN03326561,SAMN03326561,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945718,SAMN03326562,SAMN03326562,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945719,SAMN03326563,SAMN03326563,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
SRR1945720,SAMN03326564,SAMN03326564,GCF_000001735.3,REFERENCE/TAIR10_REF.fna
